,date,format,location,title,url
18,2017-03-25T15:00:00.000Z,workshop,chicago,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/chicago/34346
19,2017-03-27T23:00:00.000Z,class,chicago,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/chicago/34321
20,2017-03-27T23:30:00.000Z,course,chicago,Digital Marketing,http://generalassemb.ly/education/digital-marketing/chicago
21,2017-03-28T23:00:00.000Z,class,chicago,Intro to UX Design,http://generalassemb.ly/education/intro-to-ux-design-4189dfc2-948b-4a44-be74-82adc508d6ee/chicago/34347
22,2017-03-28T23:00:00.000Z,event,chicago,#ilooklikeadeveloper,http://generalassemb.ly/education/ilooklikeadeveloper/chicago/32531
23,2017-03-28T23:30:00.000Z,course,chicago,Product Management,http://generalassemb.ly/education/product-management/chicago
24,2017-03-29T23:00:00.000Z,class,chicago,Intro to Data Analytics,http://generalassemb.ly/education/intro-to-data-analytics/chicago/34366
25,2017-03-30T23:00:00.000Z,workshop,chicago,Intro to SEO,http://generalassemb.ly/education/intro-to-seo/chicago/32296
26,2017-04-01T15:00:00.000Z,workshop,chicago,Code in One Day: HTML & CSS Crash Course,http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/chicago/34317
27,2017-04-01T15:00:00.000Z,workshop,chicago,Product Management Bootcamp,http://generalassemb.ly/education/product-management-bootcamp/chicago/34591
28,2017-04-03T23:00:00.000Z,class,chicago,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/chicago/34395
29,2017-04-04T23:00:00.000Z,class,chicago,Introduction to Google Analytics,http://generalassemb.ly/education/introduction-to-google-analytics/chicago/31753
30,2017-04-04T23:00:00.000Z,class,chicago,How to Master Instagram,http://generalassemb.ly/education/how-to-master-instagram/chicago/32603
31,2017-04-05T23:00:00.000Z,class,chicago,Intro to Data Analytics,http://generalassemb.ly/education/intro-to-data-analytics/chicago/34367
32,2017-04-06T23:00:00.000Z,event,chicago,Day in the Life of a UX Designer,http://generalassemb.ly/education/day-in-the-life-of-a-ux-designer/chicago/33338
33,2017-04-06T23:00:00.000Z,workshop,chicago,Hella Good Content 2.0,http://generalassemb.ly/education/hella-good-content-20/chicago/35195
34,2017-04-07T13:00:00.000Z,event,chicago,Women in Tech Breakfast,http://generalassemb.ly/education/women-in-tech-breakfast/chicago/33739
35,2017-04-08T15:00:00.000Z,workshop,chicago,Adobe Photoshop Bootcamp,http://generalassemb.ly/education/adobe-photoshop-bootcamp/chicago/34354
36,2017-04-10T23:00:00.000Z,class,chicago,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/chicago/34396
37,2017-04-10T23:00:00.000Z,class,chicago,Data Science 101,http://generalassemb.ly/education/data-science-101/chicago/35363
38,2017-04-11T23:00:00.000Z,event,chicago,Next Level: Social Media Influencers Panel,http://generalassemb.ly/education/next-level-social-media-influencers-panel/chicago/33328
39,2017-04-11T23:00:00.000Z,class,chicago,Visual Design 101,http://generalassemb.ly/education/visual-design-101/chicago/34351
40,2017-04-12T23:00:00.000Z,class,chicago,Intro to Data Analytics,http://generalassemb.ly/education/intro-to-data-analytics/chicago/34368
41,2017-04-13T23:00:00.000Z,class,chicago,Intro to UX Design,http://generalassemb.ly/education/intro-to-ux-design-4189dfc2-948b-4a44-be74-82adc508d6ee/chicago/34356
42,2017-04-15T15:00:00.000Z,workshop,chicago,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/chicago/34987
43,2017-04-18T23:00:00.000Z,class,chicago,Product Management 101,http://generalassemb.ly/education/product-management-101-f2ff0d2e-a76e-435e-b283-7567e6c7bf5f/chicago/34589
44,2017-04-19T23:00:00.000Z,class,chicago,Javascript 101,http://generalassemb.ly/education/javascript-101/chicago/34322
45,2017-04-20T23:00:00.000Z,event,chicago,How CSS Grid Is Reinventing Webpage Design,http://generalassemb.ly/education/how-css-grid-is-reinventing-webpage-design/chicago/34896
46,2017-04-20T23:00:00.000Z,class,chicago,Intro to Data Analytics,http://generalassemb.ly/education/intro-to-data-analytics/chicago/34369
47,2017-04-22T15:00:00.000Z,workshop,chicago,Adobe Illustrator Bootcamp,http://generalassemb.ly/education/adobe-illustrator-bootcamp/chicago/34355
48,2017-04-22T15:00:00.000Z,workshop,chicago,Code in One Day: HTML & CSS Crash Course,http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/chicago/34323
49,2017-04-25T23:00:00.000Z,event,chicago,Intro to Data Science & Analytics: A Free Class,http://generalassemb.ly/education/intro-to-data-science-analytics-a-free-class/chicago/35629
50,2017-04-27T23:00:00.000Z,class,chicago,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/chicago/34392
51,2017-04-29T15:00:00.000Z,workshop,chicago,Digital Marketing Bootcamp,http://generalassemb.ly/education/digital-marketing-bootcamp--2/chicago/35443
52,2017-04-29T15:00:00.000Z,workshop,chicago,Adobe InDesign Bootcamp,http://generalassemb.ly/education/adobe-indesign-bootcamp/chicago/35439
53,2017-05-02T23:00:00.000Z,class,chicago,Data Science 101,http://generalassemb.ly/education/data-science-101/chicago/34425
54,2017-05-04T23:00:00.000Z,workshop,chicago,Introduction to Photoshop,http://generalassemb.ly/education/introduction-to-photoshop/chicago/34525
55,2017-05-06T15:00:00.000Z,class-series,chicago,SQL Bootcamp Series,http://generalassemb.ly/education/sql-bootcamp-series/chicago/35453
56,2017-05-06T15:00:00.000Z,workshop,chicago,Product Management Bootcamp,http://generalassemb.ly/education/product-management-bootcamp/chicago/34592
57,2017-05-09T23:00:00.000Z,class,chicago,Intro to Data Analytics,http://generalassemb.ly/education/intro-to-data-analytics/chicago/34914
58,2017-05-10T23:00:00.000Z,event,chicago,Drink + Draw,http://generalassemb.ly/education/drink-draw-5ae033b4-1ecd-4679-9abd-85e6b3b913cd/chicago/33282
59,2017-05-13T15:00:00.000Z,workshop,chicago,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/chicago/35042
60,2017-05-16T23:00:00.000Z,course,chicago,Front-End Web Development,http://generalassemb.ly/education/front-end-web-development/chicago
61,2017-05-22T14:00:00.000Z,immersive,chicago,Web Development Immersive,http://generalassemb.ly/education/web-development-immersive/chicago
62,2017-05-22T14:00:00.000Z,immersive,chicago,User Experience Design Immersive,http://generalassemb.ly/education/user-experience-design-immersive/chicago
63,2017-05-25T23:00:00.000Z,class,chicago,Visual Design 101,http://generalassemb.ly/education/visual-design-101/chicago/34352
64,2017-06-06T23:30:00.000Z,course,chicago,User Experience Design,http://generalassemb.ly/education/user-experience-design/chicago
65,2017-06-12T14:00:00.000Z,immersive,chicago,Data Science Immersive,http://generalassemb.ly/education/data-science-immersive/chicago
66,2017-06-14T22:30:00.000Z,event,chicago,Building Chicago,http://generalassemb.ly/education/building-chicago/chicago/35006
67,2017-06-19T23:30:00.000Z,course,chicago,Digital Marketing,http://generalassemb.ly/education/digital-marketing/chicago
68,2017-06-19T23:30:00.000Z,course,chicago,Data Analytics,http://generalassemb.ly/education/data-analytics/chicago
0,2017-03-13T15:00:00.000Z,immersive,denver,Web Development Immersive,http://generalassemb.ly/education/web-development-immersive/denver
1,2017-03-14T00:00:00.000Z,workshop,denver,Intro to Adobe Photoshop,http://generalassemb.ly/education/intro-to-adobe-photoshop/denver/32268
2,2017-03-16T00:00:00.000Z,info-session,denver,Front-End Web Development Info Session,http://generalassemb.ly/education/front-end-web-development/denver/learn-more/6523
3,2017-03-16T00:00:00.000Z,class,denver,Product Management 101,http://generalassemb.ly/education/product-management-101-f2ff0d2e-a76e-435e-b283-7567e6c7bf5f/denver/33289
4,2017-03-16T00:00:00.000Z,workshop,denver,Android Programming 101,http://generalassemb.ly/education/android-programming-101/denver/33833
5,2017-03-16T23:30:00.000Z,class,denver,Intermediate Excel: Formulas & Functions,http://generalassemb.ly/education/intermediate-excel-formulas-functions/denver/32269
6,2017-03-21T00:30:00.000Z,class,denver,Coding 101: HTML & CSS,http://generalassemb.ly/education/coding-101-html-css/denver/34549
7,2017-03-22T00:00:00.000Z,info-session,denver,User Experience Design Info Session,http://generalassemb.ly/education/user-experience-design/denver/learn-more/6527
8,2017-03-22T23:30:00.000Z,event,denver,How to Land a Job at a Startup,http://generalassemb.ly/education/how-to-land-a-job-at-a-startup/denver/34143
9,2017-03-23T00:00:00.000Z,class,denver,Data Analytics 101,http://generalassemb.ly/education/data-analytics-101-01095432-8af6-4a75-b00f-694d0589f258/denver/34550
10,2017-03-23T00:30:00.000Z,course,denver,Front-End Web Development,http://generalassemb.ly/education/front-end-web-development/denver
11,2017-03-25T16:00:00.000Z,workshop,denver,SQL Bootcamp,http://generalassemb.ly/education/sql-bootcamp/denver/31712
12,2017-03-25T16:00:00.000Z,workshop,denver,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/denver/32840
13,2017-03-28T00:00:00.000Z,class,denver,Data Science 101,http://generalassemb.ly/education/data-science-101/denver/34551
14,2017-03-28T01:00:00.000Z,event,denver,Finding Flow,http://generalassemb.ly/education/finding-flow/denver/34480
15,2017-03-29T00:00:00.000Z,info-session,denver,Digital Marketing Info Session,http://generalassemb.ly/education/digital-marketing/denver/learn-more/6526
16,2017-03-30T00:00:00.000Z,class,denver,UX Design 101,http://generalassemb.ly/education/ux-design-101/denver/34552
17,2017-03-30T00:00:00.000Z,event,denver,"Women in Tech + ""She Started It"" Film Screening",http://generalassemb.ly/education/women-in-tech-she-started-it-film-screening/denver/33567
18,2017-04-01T16:00:00.000Z,workshop,denver,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/denver/34908
19,2017-04-04T00:00:00.000Z,course,denver,Digital Marketing,http://generalassemb.ly/education/digital-marketing/denver
20,2017-04-04T23:30:00.000Z,info-session,denver,User Experience Design Immersive Info Session,http://generalassemb.ly/education/user-experience-design-immersive/denver/learn-more/6530
21,2017-04-05T00:00:00.000Z,class,denver,Introduction to Google Analytics,http://generalassemb.ly/education/introduction-to-google-analytics/denver/34775
22,2017-04-07T00:00:00.000Z,event,denver,Go Against the Flow,http://generalassemb.ly/education/go-against-the-flow/denver/34456
23,2017-04-08T16:00:00.000Z,workshop,denver,Product Management Bootcamp,http://generalassemb.ly/education/product-management-bootcamp/denver/34812
24,2017-04-10T23:30:00.000Z,event,denver,"Creativity, Collaboration & Emotional Intelligence",http://generalassemb.ly/education/creativity-collaboration-emotional-intelligence/denver/35067
25,2017-04-11T00:00:00.000Z,class,denver,UX Design 101,http://generalassemb.ly/education/ux-design-101/denver/34817
26,2017-04-11T23:30:00.000Z,event,denver,Diversity in Design,http://generalassemb.ly/education/diversity-in-design/denver/34016
27,2017-04-13T00:00:00.000Z,class,denver,Coding 101: HTML & CSS,http://generalassemb.ly/education/coding-101-html-css/denver/34772
28,2017-04-14T00:00:00.000Z,class,denver,Introduction to Social Media Strategy,http://generalassemb.ly/education/introduction-to-social-media-strategy/denver/34815
29,2017-04-15T16:00:00.000Z,workshop,denver,Digital Marketing Bootcamp,http://generalassemb.ly/education/digital-marketing-bootcamp--2/denver/34739
30,2017-04-18T00:00:00.000Z,class,denver,Digital Marketing 101,http://generalassemb.ly/education/digital-marketing-101/denver/34774
31,2017-04-18T00:00:00.000Z,class,denver,Make the Connection: Networking Workshop,http://generalassemb.ly/education/make-the-connection-networking-workshop/denver/34173
32,2017-04-19T01:15:00.000Z,course,denver,User Experience Design,http://generalassemb.ly/education/user-experience-design/denver
33,2017-04-20T00:00:00.000Z,class,denver,Data Science 101,http://generalassemb.ly/education/data-science-101/denver/34822
34,2017-04-25T00:00:00.000Z,class,denver,Product Management 101,http://generalassemb.ly/education/product-management-101-f2ff0d2e-a76e-435e-b283-7567e6c7bf5f/denver/34811
35,2017-04-25T00:00:00.000Z,class,denver,Search Engine Optimization 101: A practical introduction to SEO,http://generalassemb.ly/education/search-engine-optimization-101-a-practical-introduction-to-seo/denver/34814
36,2017-04-26T00:00:00.000Z,info-session,denver,User Experience Design Immersive Info Session,http://generalassemb.ly/education/user-experience-design-immersive/denver/learn-more/6531
37,2017-04-26T00:00:00.000Z,event,denver,Build Better Email,http://generalassemb.ly/education/build-better-email/denver/34358
38,2017-04-26T00:00:00.000Z,class,denver,UX Design 101,http://generalassemb.ly/education/ux-design-101/denver/34818
39,2017-04-27T23:30:00.000Z,event,denver,Grow Where You are Planted,http://generalassemb.ly/education/grow-where-you-are-planted/denver/35117
40,2017-04-29T16:00:00.000Z,workshop,denver,Intro to Python Bootcamp,http://generalassemb.ly/education/intro-to-python-bootcamp/denver/34813
41,2017-05-01T15:00:00.000Z,immersive,denver,User Experience Design Immersive,http://generalassemb.ly/education/user-experience-design-immersive/denver
42,2017-05-10T00:30:00.000Z,course,denver,Data Science,http://generalassemb.ly/education/data-science/denver
43,2017-05-10T23:30:00.000Z,event,denver,Laws of Design,http://generalassemb.ly/education/laws-of-design/denver/35056
44,2017-05-13T16:00:00.000Z,workshop,denver,Product Management Bootcamp,http://generalassemb.ly/education/product-management-bootcamp/denver/34912
45,2017-05-13T16:00:00.000Z,workshop,denver,Code in One Day: HTML & CSS Crash Course,http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/denver/34910
46,2017-06-26T15:00:00.000Z,immersive,denver,Web Development Immersive,http://generalassemb.ly/education/web-development-immersive/denver
47,2017-07-07T00:00:00.000Z,course,denver,Product Management,http://generalassemb.ly/education/product-management/denver
48,2017-09-06T00:00:00.000Z,course,denver,Data Analytics,http://generalassemb.ly/education/data-analytics/denver
0,2017-03-11T02:00:00.000Z,event,los-angeles,"How I built a Facebook group and made $100,000+ with zero adspend",http://generalassemb.ly/education/how-i-built-a-facebook-group-and-made-100000-with-zero-adspend/los-angeles/34911
1,2017-03-11T18:00:00.000Z,class,los-angeles,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/los-angeles/34236
2,2017-03-11T18:00:00.000Z,event,los-angeles,Everyone Starts Somewhere,http://generalassemb.ly/education/everyone-starts-somewhere/los-angeles/33863
3,2017-03-11T18:00:00.000Z,workshop,los-angeles,Digital Marketing Bootcamp,http://generalassemb.ly/education/digital-marketing-bootcamp--2/los-angeles/30871
4,2017-03-11T18:00:00.000Z,workshop,los-angeles,Introduction to Adobe Illustrator: Weekend Workshop,http://generalassemb.ly/education/introduction-to-adobe-illustrator-weekend-workshop/los-angeles/31126
5,2017-03-11T18:00:00.000Z,course,los-angeles,JavaScript Development,http://generalassemb.ly/education/javascript-development/los-angeles
6,2017-03-11T18:00:00.000Z,workshop,los-angeles,Snapchat for Business Bootcamp,http://generalassemb.ly/education/snapchat-for-business-bootcamp/los-angeles/31849
7,2017-03-12T17:00:00.000Z,workshop,los-angeles,Facebook Advertising Bootcamp,http://generalassemb.ly/education/facebook-advertising-bootcamp/los-angeles/31949
8,2017-03-13T16:00:00.000Z,course,los-angeles,Product Management,http://generalassemb.ly/education/product-management/los-angeles
9,2017-03-14T01:30:00.000Z,event,los-angeles,Digital Activism: Leveraging Campaigns Using MicroStorytelling Method,http://generalassemb.ly/education/digital-activism-leveraging-campaigns-using-microstorytelling-method/los-angeles/35242
10,2017-03-14T02:00:00.000Z,info-session,los-angeles,Digital Marketing Info Session,http://generalassemb.ly/education/digital-marketing/los-angeles/learn-more/6441
11,2017-03-14T02:00:00.000Z,class,los-angeles,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/los-angeles/34124
12,2017-03-14T02:00:00.000Z,event,los-angeles,ES6 - The Future of Javascript (Orange County),http://generalassemb.ly/education/es6-the-future-of-javascript-orange-county/los-angeles/34845
13,2017-03-14T02:00:00.000Z,event,los-angeles,Digital Storytelling for Social Impact,http://generalassemb.ly/education/digital-storytelling-for-social-impact/los-angeles/35194
14,2017-03-14T02:00:00.000Z,class-series,los-angeles,Confidence in Communication Series: How to Present the best version of Yourself for Business Success,http://generalassemb.ly/education/confidence-in-communication-series-how-to-present-the-best-version-of-yourself-for-business-success/los-angeles/32738
15,2017-03-14T02:00:00.000Z,workshop,los-angeles,Teaching 101: A Survival Guide,http://generalassemb.ly/education/teaching-101-a-survival-guide/los-angeles/34607
16,2017-03-14T02:00:00.000Z,workshop,los-angeles,Speak Up: Using Improv to Succeed in Business,http://generalassemb.ly/education/speak-up-using-improv-to-succeed-in-business/los-angeles/32739
17,2017-03-14T18:45:00.000Z,event,los-angeles,Tech Talk Tuesday,http://generalassemb.ly/education/tech-talk-tuesday/los-angeles/34548
18,2017-03-15T02:00:00.000Z,info-session,los-angeles,Product Management Info Session,http://generalassemb.ly/education/product-management/los-angeles/learn-more/6445
19,2017-03-15T02:00:00.000Z,workshop-series,los-angeles,Mastering Squarespace: A Two-Part Class,http://generalassemb.ly/education/mastering-squarespace-a-two-part-class/los-angeles/31403
20,2017-03-15T02:00:00.000Z,class,los-angeles,"PR 101: Create a Buzz, Grow Your Business, Increase ROI",http://generalassemb.ly/education/pr-101-create-a-buzz-grow-your-business-increase-roi/los-angeles/33686
21,2017-03-16T01:30:00.000Z,event,los-angeles,"The Influencer Economy: Launch, Share & Thrive in the Digital Age",http://generalassemb.ly/education/the-influencer-economy-launch-share-thrive-in-the-digital-age/los-angeles/34998
22,2017-03-16T01:30:00.000Z,event,los-angeles,Innovation Series: How Startups can Disrupt Well-Established Companies,http://generalassemb.ly/education/innovation-series-how-startups-can-disrupt-well-established-companies/los-angeles/34230
23,2017-03-16T02:00:00.000Z,info-session,los-angeles,Data Analytics + Data Science Info Session,http://generalassemb.ly/education/data-science/los-angeles/learn-more/6449
24,2017-03-16T02:00:00.000Z,info-session,los-angeles,Data Science Immersive Info Session,http://generalassemb.ly/education/data-science-immersive/los-angeles/learn-more/6522
25,2017-03-16T02:00:00.000Z,info-session,los-angeles,Web Development Immersive Info Session,http://generalassemb.ly/education/web-development-immersive/los-angeles/learn-more/6440
26,2017-03-16T02:00:00.000Z,info-session,los-angeles,Data Analytics + Data Science Info Session,http://generalassemb.ly/education/data-analytics/los-angeles/learn-more/6448
27,2017-03-17T02:00:00.000Z,event,los-angeles,Team P.S. ARTS + GA Pasta Feed 2017,http://generalassemb.ly/education/team-ps-arts-ga-pasta-feed-2017/los-angeles/33265
28,2017-03-18T17:00:00.000Z,class,los-angeles,Intro to Data Science,http://generalassemb.ly/education/intro-to-data-science-e579d5a0-6c6f-47ad-8694-a7d52ce04467/los-angeles/34894
29,2017-03-18T17:00:00.000Z,workshop,los-angeles,SQL Bootcamp,http://generalassemb.ly/education/sql-bootcamp/los-angeles/31820
30,2017-03-18T17:00:00.000Z,workshop,los-angeles,The Career Experiment: Figure Out Your Best Next Move,http://generalassemb.ly/education/the-career-experiment-figure-out-your-best-next-move/los-angeles/32821
31,2017-03-18T19:00:00.000Z,workshop,los-angeles,Public Speaking Bootcamp,http://generalassemb.ly/education/public-speaking-bootcamp/los-angeles/32350
32,2017-03-20T16:00:00.000Z,immersive,los-angeles,Web Development Immersive,http://generalassemb.ly/education/web-development-immersive/los-angeles
34,2017-03-20T16:00:00.000Z,immersive,los-angeles,User Experience Design Immersive,http://generalassemb.ly/education/user-experience-design-immersive/los-angeles
35,2017-03-21T01:30:00.000Z,workshop,los-angeles,Hacking Communication,http://generalassemb.ly/education/hacking-communication/los-angeles/32740
36,2017-03-21T02:00:00.000Z,class,los-angeles,How To Get a Job in Silicon Beach (and Beyond),http://generalassemb.ly/education/how-to-get-a-job-in-silicon-beach-and-beyond/los-angeles/32748
37,2017-03-22T01:30:00.000Z,event,los-angeles,Everything You Need To Know about Broadcasting Live,http://generalassemb.ly/education/everything-you-need-to-know-about-broadcasting-live/los-angeles/34546
38,2017-03-22T02:00:00.000Z,info-session,los-angeles,Visual Design Info Session,http://generalassemb.ly/education/visual-design/los-angeles/learn-more/6446
39,2017-03-22T02:00:00.000Z,class,los-angeles,Negotiation Workshop,http://generalassemb.ly/education/negotiation-workshop/los-angeles/31894
40,2017-03-23T01:30:00.000Z,event,los-angeles,Break Into Web Development,http://generalassemb.ly/education/break-into-web-development/los-angeles/33769
41,2017-03-23T01:30:00.000Z,event,los-angeles,Legal and Practical Aspects of Starting a Small Business,http://generalassemb.ly/education/legal-and-practical-aspects-of-starting-a-small-business/los-angeles/34917
42,2017-03-23T02:00:00.000Z,info-session,los-angeles,User Experience Design Info Session,http://generalassemb.ly/education/user-experience-design/los-angeles/learn-more/6451
43,2017-03-23T02:00:00.000Z,class,los-angeles,Intro to Coding: HTML & CSS,http://generalassemb.ly/education/intro-to-coding-html-css/los-angeles/34125
44,2017-03-24T01:30:00.000Z,event,los-angeles,Virtual Realities: An Intro to VR for Creatives,http://generalassemb.ly/education/virtual-realities-an-intro-to-vr-for-creatives/los-angeles/34435
45,2017-03-25T16:00:00.000Z,course,los-angeles,Data Science,http://generalassemb.ly/education/data-science/los-angeles
46,2017-03-25T17:00:00.000Z,event,los-angeles,SOLA/HACK!,http://generalassemb.ly/education/solahack/los-angeles/33216
47,2017-03-25T17:00:00.000Z,workshop,los-angeles,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/los-angeles/31131
48,2017-03-25T17:00:00.000Z,class,los-angeles,Social Media Bootcamp,http://generalassemb.ly/education/social-media-bootcamp/los-angeles/32111
49,2017-03-25T18:00:00.000Z,workshop-series,los-angeles,Build a Website with WordPress: 2- Day Bootcamp,http://generalassemb.ly/education/build-a-website-with-wordpress-2-day-bootcamp/los-angeles/31716
50,2017-03-25T20:00:00.000Z,workshop,los-angeles,Product Management Bootcamp,http://generalassemb.ly/education/product-management-bootcamp/los-angeles/30833
51,2017-03-26T17:00:00.000Z,class,los-angeles,Intro to Data Science,http://generalassemb.ly/education/intro-to-data-science-e579d5a0-6c6f-47ad-8694-a7d52ce04467/los-angeles/34895
52,2017-03-26T17:00:00.000Z,workshop,los-angeles,Facebook Advertising Bootcamp,http://generalassemb.ly/education/facebook-advertising-bootcamp/los-angeles/31950
53,2017-03-27T16:00:00.000Z,immersive,los-angeles,Data Science Immersive,http://generalassemb.ly/education/data-science-immersive/los-angeles
54,2017-03-28T01:30:00.000Z,event,los-angeles,"The Influencer Economy: Launch, Share & Thrive in the Digital Age",http://generalassemb.ly/education/the-influencer-economy-launch-share-thrive-in-the-digital-age/los-angeles/35087
55,2017-03-28T02:00:00.000Z,class,los-angeles,Intro to Digital Marketing,http://generalassemb.ly/education/intro-to-digital-marketing/los-angeles/35000
56,2017-03-29T02:00:00.000Z,course,los-angeles,Product Management,http://generalassemb.ly/education/product-management/los-angeles
57,2017-03-29T02:00:00.000Z,workshop,los-angeles,Stand and Deliver: Projecting Confidence in Presentations,http://generalassemb.ly/education/stand-and-deliver-projecting-confidence-in-presentations/los-angeles/32741
58,2017-03-29T02:00:00.000Z,workshop,los-angeles,The Write Stuff: Creating Blog Content That Connects And Converts,http://generalassemb.ly/education/the-write-stuff-creating-blog-content-that-connects-and-converts/los-angeles/35146
59,2017-03-30T00:00:00.000Z,event,los-angeles,General Assembly & Peerspace LA: Headshot Happy Hour,http://generalassemb.ly/education/general-assembly-peerspace-la-headshot-happy-hour/los-angeles/35156
60,2017-03-30T01:30:00.000Z,event,los-angeles,Innovation Series: How Companies Can Neutralize Disruption,http://generalassemb.ly/education/innovation-series-how-companies-can-neutralize-disruption/los-angeles/34232
61,2017-03-30T01:30:00.000Z,event,los-angeles,Women's Design Salon: Inspiring Action,http://generalassemb.ly/education/womens-design-salon-inspiring-action/los-angeles/35463
62,2017-03-31T01:30:00.000Z,event,los-angeles,General Assembly x Levo League Present: All Things Video,http://generalassemb.ly/education/general-assembly-x-levo-league-present-all-things-video/los-angeles/35155
63,2017-03-31T01:30:00.000Z,event,los-angeles,"A Talk With Chris Voss, Author of Never Split the Difference",http://generalassemb.ly/education/a-talk-with-chris-voss-author-of-never-split-the-difference/los-angeles/35011
64,2017-03-31T02:00:00.000Z,class,los-angeles,The 5 Step Process to Land a Six-Figure Job with a Top Tech Company,http://generalassemb.ly/education/the-5-step-process-to-land-a-six-figure-job-with-a-top-tech-company/los-angeles/34466
65,2017-03-31T02:00:00.000Z,class,los-angeles,"PR 101: Create a Buzz, Grow Your Business, Increase ROI",http://generalassemb.ly/education/pr-101-create-a-buzz-grow-your-business-increase-roi/los-angeles/33688
66,2017-04-01T01:30:00.000Z,event,los-angeles,"""Dream, Girl"" Documentary Screening presented by General Assembly + Equallet",http://generalassemb.ly/education/dream-girl-documentary-screening-presented-by-general-assembly-equallet/los-angeles/34684
67,2017-04-04T19:00:00.000Z,event,los-angeles,Lunch Break: Listen. Commit. Act. Using Improv to Succeed in Business,http://generalassemb.ly/education/lunch-break-listen-commit-act-using-improv-to-succeed-in-business/los-angeles/35619
68,2017-04-05T01:30:00.000Z,event,los-angeles,LA Marketing Analytics Meetup,http://generalassemb.ly/education/la-marketing-analytics-meetup/los-angeles/34644
69,2017-04-05T02:00:00.000Z,course,los-angeles,Visual Design,http://generalassemb.ly/education/visual-design/los-angeles
70,2017-04-05T02:00:00.000Z,workshop,los-angeles,Teaching 101: A Survival Guide,http://generalassemb.ly/education/teaching-101-a-survival-guide/los-angeles/34608
71,2017-04-06T01:00:00.000Z,event,los-angeles,"Meet + Hire Web Developers, Data Analysts, and Data Scientists",http://generalassemb.ly/education/meet-hire-web-developers-data-analysts-and-data-scientists/los-angeles/32576
72,2017-04-07T01:00:00.000Z,event,los-angeles,TypeThursdayLA: April,http://generalassemb.ly/education/typethursdayla-april/los-angeles/34993
73,2017-04-07T02:00:00.000Z,class,los-angeles,Get Your Sh*t Together: Legal + Finance,http://generalassemb.ly/education/get-your-sht-together-legal-finance/los-angeles/34488
74,2017-04-08T17:00:00.000Z,workshop,los-angeles,SQL Bootcamp,http://generalassemb.ly/education/sql-bootcamp/los-angeles/35601
75,2017-04-08T17:00:00.000Z,workshop,los-angeles,Introduction to Adobe Photoshop: Weekend Workshop,http://generalassemb.ly/education/introduction-to-adobe-photoshop-weekend-workshop/los-angeles/35148
76,2017-04-08T17:00:00.000Z,workshop,los-angeles,Programming for Non-Programmers,http://generalassemb.ly/education/programming-for-non-programmers/los-angeles/35599
77,2017-04-12T01:30:00.000Z,class,los-angeles,iOS App Development 101,http://generalassemb.ly/education/ios-app-development-101/los-angeles/31031
78,2017-04-12T02:00:00.000Z,workshop,los-angeles,Picture This: How to Capture Compelling Imagery for Social Media,http://generalassemb.ly/education/picture-this-how-to-capture-compelling-imagery-for-social-media/los-angeles/34493
79,2017-04-12T19:00:00.000Z,event,los-angeles,Lunch Break: HONEST Enterprise Clothing Drive,http://generalassemb.ly/education/lunch-break-honest-enterprise-clothing-drive/los-angeles/35227
80,2017-04-13T02:00:00.000Z,event,los-angeles,Usability & Agile: An Elegant Collaboration,http://generalassemb.ly/education/usability-agile-an-elegant-collaboration/los-angeles/34995
81,2017-04-13T02:00:00.000Z,workshop,los-angeles,Designing Profitable Disruption,http://generalassemb.ly/education/designing-profitable-disruption/los-angeles/35631
82,2017-04-14T01:30:00.000Z,event,los-angeles,Innovation Series: How Businesses Can Catch the Next Wave of Innovation,http://generalassemb.ly/education/innovation-series-how-businesses-can-catch-the-next-wave-of-innovation/los-angeles/34233
83,2017-04-15T17:00:00.000Z,workshop,los-angeles,User Experience Design Bootcamp,http://generalassemb.ly/education/user-experience-design-bootcamp/los-angeles/35615
84,2017-04-18T01:30:00.000Z,event,los-angeles,How to Quit Your Job and Go Full Time Freelance,http://generalassemb.ly/education/how-to-quit-your-job-and-go-full-time-freelance/los-angeles/34913
85,2017-04-19T02:00:00.000Z,workshop,los-angeles,The Write Stuff: Creating Blog Content That Connects And Converts,http://generalassemb.ly/education/the-write-stuff-creating-blog-content-that-connects-and-converts/los-angeles/35147
